,ID,question_id,expected_output,actual_output,output_ok_or_not,expected_ans,actual_ans,ans_ok_or_not
1773,373,C,"### C:
1.0

### C_just:
For each outcome, we qualitatively reviewed
each article and performed a meta-analysis. To perform the meta-analysis, mean
and standard deviations of each outcome measure after treatment were pooled. If
median and minimum/maximum were reported, data was converted to mean and
standard deviation using the formulae described by Hozo et al. [16]. If mean
and standard deviations were not reported, the data from the meta-analysis by
Ada and Foongchomcheay [15] was used. If median and interquartile range were
reported, mean and standard deviations were estimated using the formula
explained in Rodbard[17], assuming that the data were normally distributed. In
the meta-analyses, effect sizes were reported as standard mean differences
using Hedgesâ€™s mso-bidi-font-family:""Cambria Math"""" lang=""EN-US"">ð‘”. The
results of heterogeneity(mso-bidi-font-family:""Cambria Math"""" lang=""EN-US"">ðœ’2) and
consistency (mso-bidi-font-family:""Cambria Math"""" lang=""EN-US"">ð¼ 2) tests
as well as the test for the overall effect were also reported. If the
measurement of the outcomes were similar across studies, then a fixed effect
model was used; and when they were not similar, a random effect model was used.
","### C:
1.0

### C_just:
The results of heterogeneity(ðœ’2) and consistency (ð¼2)tests as well as the test for the overall effect were also reported. If the measurement of the outcomes were similar across studies, then a fixed effect model was used; and when they were not similar, a random effect model was used.",False,1.0,1.0,True
1774,378,C,"### C:
1.0

### C_just:
Pooled meta-analyses were
performed on all outcomes assessed in >3 studies. Prevalences, odds ratios
(ORs), and 95% conï¬dence intervals (CIs) were estimated. Random effects
estimates were generated owing to signiï¬cant heterogeneity (I2>43% for all analyses).
Forest plots were generated.","### C:
1.0

### C_just:
Literature searchThis study was exempt from institutional review board approval at Northwestern University Feinberg School of Medicine as data were gathered from published literature. The following databases were searched for articles before May 01, 2018: Cochrane Library, MEDLINE, Embase, Global Resource of EczemA Trials, and Web of Science. The search strategy was modiï¬ed from previous reviews of AD21 and extracutaneous infection (Table I).22,23 Inclusion criteria were any retrospective or prospective studies that evaluated the relationship between AD and bacterial infections with a control group and included at least 20 AD patients (children or adults of male or female sex) published online, in print, or in press in any language before May 01, 2018. Title and abstract review were performed by 1 reviewer (Dr Serrano). Studies were excluded on the basis of the title or abstract if there was no clear indication they evaluated the relationship between AD and bacterial infections. The remaining articles progressed to fulltext review and were completely reviewed for inclusion. If data were duplicated in>1 study, the most recent and complete study was included.Data extractionThe following data items, if available, were collected: ï¬rst author; year of publication; study design; geographical region; number of persons with AD, bacterial infections, or both enrolled in the study; AD severity; age range; sex proportion; and AD and infection diagnostic criteria.Study quality assessmentA modiï¬ed version of the NewcastleOttawa Scale was used to assess study quality of crosssectional studies in metaanalysis.24 The scoring system summarized 7 aspects of each study: research design, recruitment strategy, response rate, representativeness of sample, objectivity/reliability of outcome determination, power calculation provided, and appropriate statistical analyses. The full score was 10 stars, and the high quality study was defined as a study with >6 stars.Statistical analysisStatistical analyses were performed using MedCalc for Windows version 18.5 (Ostend, Belgium). Pooled meta-analyses were performed on all outcomes assessed in >3 studies. Prevalences, odds ratios (ORs), and 95% conï¬dence intervals (CIs) were estimated. Random effects estimates were generated owing to signiï¬cant heterogeneity (I2 >43% for all analyses). Forest plots were generated. Egger regression and Begg rank correlation were used to assess publication bias.",False,1.0,1.0,True
1775,381,C,"### C:
1.0

### C_just:
Separate statistical meta-analyses 
were performed for RCTs and retrospective (observational) studies 
following practical guidelines for the inclusion of non-randomized 
trials.16 These meta-analyses used random-effects models fitted on 
log-transformation of calculated odds ratios (ORs) that account for both
 correlations among observations from the same studies (within-study 
variance) or variations from different studies (between-study variance).
 The random-effects models also weigh studies differently based on their
 sample sizes. It placed more weights on studies with more patients and 
less weights on studies with fewer patients. The results from 
random-effects models were transformed back to construct ORs and 95% 
confidence intervals (CIs) for each reviewed study. The combined 
(weighed) ORs and their 95% CIs were calculated from the models to 
determine the significance of DCB. If the 95% CIs of combined ORs 
contained 1, then there was no significant DCB effect on TLPP. If 95% 
CIs were less than 1, then DCB had a significant effect on the outcome. 
If 95% CIs were greater than 1, then conventional balloons result in 
better outcome compared to DCB. Visualization of the results was 
summarized in forest plots with square sizes proportional to weights of 
studies at OR estimates and segments around the squares representing 95%
 CIs. The random-effects models also provided chi-square test of 
heterogeneity. The chi-square test of heterogeneity helped to determine 
whether studies were similar or not. Heterogeneity among studies is 
evident if p < 0.05. Heterogeneity results were visualized in funnel 
plots.","### C:
1.0

### C_just:
The random-effects models also provided chi-square test of heterogeneity.",False,1.0,1.0,True
1776,387,C,"### C:
1.0

### C_just:
Summary event rates per 
group were calculated with a random-effect meta-analysis using the 
DerSimonian and Laird method. A z score was used to calculate the 
statistical significance of differences in thromboembolic rate according
 to the use of antiplatelet or anticoagulant agents. The Breslow-Day 
chi-square test was calculated to test the statistical evidence of 
heterogeneity across the studies (p\0.1). In addition, we used the I2 
statistic, which describes the percentage variation across studies due 
to heterogeneity rather than chance. As a guide, I2 values less than 25%
 indicated low, values 25% to 50% indicated moderate, and values 
exceeding 50% indicated high heterogeneity.We assessed the 
possibility of small study effects by visual inspection of funnel plot 
asymmetry.","### C:
1.0

### C_just:
The Breslow-Day chi-square test was calculated to test the statistical evidence of heterogeneity across the studies (p",False,1.0,1.0,True
1777,389,C,"### C:
1.0

### C_just:
The meta-analysis was 
performed using the Explanatory Software for Confidence Intervals (ESCI)
 program [21], based on the change in P, QOL-PCS, QOL-MCS and Kt/v which
 is the difference in mean between the start and end of the 
intervention. Pooled standard deviation was also calculated using the 
following formula:where SEM = SD/âˆšsample size. Heterogeneity was 
assessed across studies using the diamond ratio (DR); a DR > 2 
implies considerable heterogeneity [22]. In the case of heterogeneity, a
 random-effects model was used. The meta-analysis was conducted for 
outcomes reported in a minimum of 3 studies, due to the potential for 
greater uncertainty with fewer studies [23]. The effect size (ES) of 
controlled studies was calculated, when possible, to evaluate the 
effectiveness of the IDE intervention. The reported ES was based on the 
relative size of Cohenâ€™s d, which categorizes the studies in the 
following four levels: d < 0.2 = negligible effect, over 0.2 = a 
small effect, over 0.5 = a medium effect, and over 0.8 = a large effect 
[24]. The corresponding 95th confidence intervals (CIs) were also 
reported for each outcome.","### C:
1.0

### C_just:
Heterogeneity
 was assessed across studies using the diamond ratio (DR); a DR > 2 
implies considerable heterogeneity [22]. In the case of heterogeneity, a
 random-effects model was used.",False,1.0,1.0,True
1778,392,C,"### C:
1.0

### C_just:
A meta-analysis was 
performed using Review Manager 5.3 (The Nordic Cochrane Centre, 
Copenhagen, Denmark). Data are presented as hazard ratios (HRs) or odds 
ratios (ORs) with 95% confidence intervals (CIs). If not stated 
otherwise, results of adjusted analyses were used. Random effects models
 were used to calculate summary estimates and to adjust for potential 
heterogeneity. Studies were weighted according to the inverse of the 
variance of the log HR. Overall effects were assessed by using the 
Ztest, and heterogeneity was tested by using Cochranâ€™s x2 test. The I2 
statistic was used to assess heterogeneity, which was defined as low, 
moderate, or high with I2 values >25%, >50%, and >75%, 
respectively (11).","### C:
1.0

### C_just:
The I2 statistic was used to assess heterogeneity, which was defined as low, moderate, or high with I2 values >25%, >50%, and >75%, respectively",False,1.0,1.0,True
1779,393,C,"### C:
1.0

### C_just:
The signs and symptoms of TMDs were pooled and
 reported as event rate (proportion), risk ratio (RR) using 
ManteleHaenszel test (M-H) with corresponding 95% confidence intervals 
(95% CIs). Significant heterogeneity among the studies included in this 
analysis was formally assessed by Cochran's x2 test and the I2 index, 
where a p-value","### C:
1.0

### C_just:
Significant heterogeneity among the studies included in this analysis was formally assessed by Cochran's x2 test and the I2 index, where a p-value <0.1 by the x2 test and I2 value",False,1.0,1.0,True
1780,397,C,"### C:
0.0

### C_just:
There is no information on this item in the methodology provided.","### C:
0.0

### C_just:
There is no information on this item in the methodology provided.",True,0.0,0.0,True
1781,400,C,"### C:
1.0

### C_just:
Search StrategiesAll relevant studies published before 
December 30, 2016 were identified through an extended computed-based 
search of PubMed, Excerpta Medica Database (EMBASE) and the Cochrane 
Central Register of Controlled Trials (CENTRAL). The search terms were 
as follows: â€œRomiplostimâ€, â€œEltrombopagâ€, â€œITPâ€, â€œchildâ€ 
â€œThrombopoietinâ€. Filters were applied in Pubmed to restrict our search 
to studies done on human subjects only.Two of the authors (JTM, ZKe)
 screened the title and abstract of retrieved records to assess the 
eligibility and full text selection of eligible studies to conduct 
meta-analysis. Disagreements weresolved by fully discussing 
with the third senior investigator to reach a consensus. The following 
data were extracted from each study: first authorâ€™s name, study design, 
duration of illness, initial platelet counts, participantâ€™s particulars,
 outcome of interest, and type of regimen used.Inclusion and Exclusion CriteriaRCTs were included based on the following criteria:(I) Studies which examined the efficacy and safety of TPORAs use in children with chronic ITP.(II) Studies in which population were children with a clinical diagnosis of chronic ITP and a platelet count","### C:
1.0

### C_just:
Visual inspection of the forest plots was done during
assessment and measured by I2 and X2 tests. The X2 was used to test the
existence of significant heterogeneity while I2 quantifies the variability in
effect estimates that is due to heterogeneity, if present.",False,1.0,1.0,True
1782,401,C,"### C:
1.0

### C_just:
Statistical heterogeneity was evaluated by assessing forest plots and
examining the I2 value","### C:
1.0

### C_just:
Statistical heterogeneity was evaluated by assessing forest plots and examining the I2 value",False,1.0,1.0,True
1783,402,C,"### C:
1.0

### C_just:
statistical
heterogeneity (I2) between the results was tested using the chi-square and I2
value","### C:
1.0

### C_just:
Clinical heterogeneity was verified by examining the details of the study (different concentrations of MMC and different exposure times for MMC applied), and then the statistical heterogeneity (I2) between the results was tested using the chi-square and I2 value [18].",False,1.0,1.0,True
1784,403,C,"### C:
0.0

### C_just:
There is no information on this item in the methodology provided.","### C:
1.0

### C_just:
To assist model selection, we looked at the posterior-corrected mean deviance (Dbar) and the deviance information criterion (DIC), a measure of fit that includes a penalty for additional parameters, where lower values indicate a better fit [Spiegelhalter et al., 2002].",False,0.0,1.0,False
1785,404,C,"### C:
0.0

### C_just:
There is no information on this item in the methodology provided.","### C:
0.0

### C_just:
There is no information on this item in the methodology provided.",True,0.0,0.0,True
1786,406,C,"### C:
1.0

### C_just:
Literature search
This meta-analysis is being reported according
to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses
statement [7]. A search strategy using a combination of free-text words,
relevant MeSH headings (Supplementary Material, File S1) and appropriate
restrictions (time limit: from January 2004 to March 2020, language: English)
was designed. A systematic literature search was performed in EMBASE (via
Ovid), MEDLINE (via PubMed) and Cochrane CENTRAL.
Eligible studies were randomized controlled
trials or observational studies comparing NITLs to thoracoscopic lobectomies
under GA. Letters, editorials, case reports, propensity score matching
analyses, expert opinions, meta-analyses and reviews were excluded. Records
identified through our search strategy were imported into reference management
software. In case of duplication, the most recent paper was selected. Two
authors worked independently to assess each identified study based on the
eligibility criteria. When multiple studies contained overlapping data, the
most informative study was included. Disagreements were discussed and resolved
by consensus with a third investigator. After preliminary title/abstract
screening, potentially eligible papers underwent an in-depth full-text review
to select studies to be included in the meta-analysis. Data extracted included
study characteristics, baseline patient characteristics and primary and
secondary outcomes. The Cochrane Collaborationâ€™s tool was used to determine the
risk of bias for the primary outcome for included studies [8]. The risk of bias
due to incomplete outcome data was evaluated at an outcome level. In contrast,
the risk of bias due to sequence generation, allocation concealment, blinding,
selective reporting or funding was evaluated at the study level. The risk of
bias was determined by 2 independent reviewers, and disagreements were settled
by discussion and consensus. Details of the protocol for this systematic review
were registered with the International Prospective Register of Systematic
Reviews (PROSPERO): CRD42017072141 ( https://www.crd.york.ac.uk/PROSPERO/).
Statistical analyses
To calculate dichotomous variables, the
Mantelâ€“Haenszel formula was used to generate a pooled effect estimate in the
form of risk ratios along with their 95% confidence intervals (CIs). For
continuous outcomes, the mean differences (MDs) were pooled and weighted by
generic inverse variance and computed by random effects modelling. When the
continuous outcome was reported in some studies as median, range and
interquartile range, means and standard deviations were estimated using the
methods reported in the literature [9]. A statistically significant overall
effect was defined as P-value","### C:
1.0

### C_just:
Literature search
This meta-analysis is being reported according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses statement [7]. A search strategy using a combination of free-text words, relevant MeSH headings (Supplementary Material, File S1) and appropriate restrictions (time limit: from January 2004 to March 2020, language: English) was designed. A systematic literature search was performed in EMBASE (via Ovid), MEDLINE (via PubMed) and Cochrane CENTRAL.
Eligible studies were randomized controlled trials or observational studies comparing NITLs to thoracoscopic lobectomies under GA. Letters, editorials, case reports, propensity score matching analyses, expert opinions, meta-analyses and reviews were excluded. Records identified through our search strategy were imported into reference management software. In case of duplication, the most recent paper was selected. Two authors worked independently to assess each identified study based on the eligibility criteria. When multiple studies contained overlapping data, the most informative study was included. Disagreements were discussed and resolved by consensus with a third investigator. After preliminary title/abstract screening, potentially eligible papers underwent an in-depth full-text review to select studies to be included in the meta-analysis. Data extracted included study characteristics, baseline patient characteristics and primary and secondary outcomes. The Cochrane Collaborationâ€™s tool was used to determine the risk of bias for the primary outcome for included studies [8]. The risk of bias due to incomplete outcome data was evaluated at an outcome level. In contrast, the risk of bias due to sequence generation, allocation concealment, blinding, selective reporting or funding was evaluated at the study level. The risk of bias was determined by 2 independent reviewers, and disagreements were settled by discussion and consensus. Details of the protocol for this systematic review were registered with the International Prospective Register of Systematic Reviews (PROSPERO): CRD42017072141 ( https://www.crd.york.ac.uk/PROSPERO/).
Statistical analyses
To calculate dichotomous variables, the Mantelâ€“Haenszel formula was used to generate a pooled effect estimate in the form of risk ratios along with their 95% confidence intervals (CIs). For continuous outcomes, the mean differences (MDs) were pooled and weighted by generic inverse variance and computed by random effects modelling. When the continuous outcome was reported in some studies as median, range and interquartile range, means and standard deviations were estimated using the methods reported in the literature [9]. A statistically significant overall effect was defined as P-value",False,1.0,1.0,True
1787,407,C,"### C:
1.0

### C_just:
This meta-analysis was performed in accordance with
the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA)
statement (see Supplementary Table S1) (19).
Search strategy
A comprehensive literature search of PubMed was
conducted between 28 May and 4 June 2018. Three search strings were formulated
related to BMI and obesity (â€œbody mass indexâ€, â€œBMIâ€, â€œobesityâ€, â€œobeseâ€, â€œbody
weightâ€, â€œweight lossâ€, â€œweight gainâ€), ALS (â€œALSâ€, â€œAmyotrophic lateral sclerosisâ€)
and â€œmotor neuron diseaseâ€ (see Supplementary Table S2). No publication date restriction
was imposed. Reference lists of retrieved studies were also searched manually
to identify additional studies.
Eligibility criteria
Articles were included in the meta-analysis if
they satisfied the following criteria: (1) quantitatively comparative design
involving consecutive patients; (2) patients were diagnosed with definite,
probable, probable (laboratory-supported), or possible ALS according to the El
Escorial revised criteria (20), without restrictions on gender, age or other major
patient characteristics; (3) impact of BMI or obesity was analyzed
independently of other comorbidities; (4) the primary outcome was overall survival
(OS), and adequate data were reported to estimate odds ratios (ORs), relative
risks (RRs) and hazard ratios (HRs); and (5) studies were published as
full-text articles in peer-reviewed English-language journals.
Case studies, reviews, preclinical experiments,
conference abstracts and letters were excluded. If studies involved overlapping
study populations, only the most recent study was included.
Data collection
The following data were extracted from included
studies into a Microsoft Excel spreadsheet: authors, publication year, country
of origin, study design, study period, sample size, gender composition, age,
BMI cutoff for the definition of obesity, score on the ALS functional rating
scale-revised (ALSFRS-R), length of follow-up, outcome measures and data,
statistical methods, and results of tests. Studies were categorized according
to whether they treated BMI as a continuous variable or dichotomous variable
(obese vs. normal). For the purpose of this meta-analysis and in accordance
with definitions of the World Health Organization, BMI (kg/m2 )","### C:
0.0

### C_just:
There is no information on this item in the methodology provided.",False,1.0,0.0,False
1788,411,C,"### C:
1.0

### C_just:
I2 and Q (P < 0.10) statistical tests were used to check out this
heterogeneity","### C:
1.0

### C_just:
I2 and Q (P < 0.10) statistical tests were used to check out this heterogeneity (I2 static is percentage of observed total variation across studies that are due to heterogeneity rather than chance. It is calculated as I2 = 100% Ã— (Q âˆ’ df)/Q, where Q is Cochran's heterogeneity statistic and df degrees of freedom. Negative values of I2 are put equal to zero so that I2 lies between 0% and 100%. A value of 0% indicates no observed heterogeneity, and larger values show increasing heterogeneity. Q is the weighted of squares on a standardized scale. It is reported with a P value with low P values indicating the presence of heterogeneity. This test however is known to have low power to detect heterogeneity, and it is suggested to use a value of 0.01 as a cut of for significance. Conversely, Q has too much power as a test of heterogeneity if the number of studies is large. Subgroup analyses were assessed using Chi-square tests, and it was done for continents).",False,1.0,1.0,True
1789,412,C,"### C:
1.0

### C_just:
The meta-analysis was performed following PRISMA guidelines12.
Search and inclusion criteria
We conducted an electronic search without language restrictions using
MEDLINE/PubMed, the Cochrane library, ISI Web of Science, PsycINFO, CINAHL and
the US National Institutes of Health clinical trials registry
( http://www.clinicaltrials.gov). The following search terms were used:
antipsychotic(s); neuroleptic(s); individual names of SGAs; schizophrenia;
random, randomly, randomized; and maintenance, relapse, discontinuation or
long-term. The last search was done on October 29, 2018. The electronic search
was supplemented by a hand search of reference lists of relevant studies and
reviews. Authors and companies were contacted to provide missing information
and unpublished data.
We included randomized, head-to-head comparisons of oral SGAs in adults with
schizophrenia or schizoaffective disorder which reported on treatment
discontinuation, whether randomization occurred during the acute or maintenance
phase. As we aimed to focus on the comparative long-term effectiveness of SGAs,
we only included head-to-head studies lasting â‰¥6 months.
We excluded studies with >20% of non-schizophrenia/schizoaffective
disorder patients. As long-acting injectable formulation enhances the adherence
and therefore has a significant impact on long-term outcome13, 14, we excluded
studies on long-acting antipsychotics.
The search, selection of the literature, and data extraction were conducted
independently by â‰¥2 reviewers (KH, MN, TK, CC). Disagreements were resolved by
consensus.
Outcomes
The primary outcome was all-cause discontinuation at study endpoint.
Secondary outcomes included: a) psychopathology score change, measured by
the Positive and Negative Syndrome Scale (PANSS), the Brief Psychiatric Rating
Scale (BPRS) or the Clinical Global Impression - Severity (CGI-S) score (mixed
models or last-observation-carried-forward was prioritized over observed cases
analysis); b) inefficacy-related discontinuation (as reported by the original
study authors); c) intolerability-related discontinuation (as reported by the
original study authors); d) relapse (as reported by the original study
authors); e) hospitalization; f) remission (as reported by the original study
authors); g) functioning score; h) quality of life (QOL); and i) adverse
events.
Adverse events included: weight gain (as change from baseline or proportion
of patients with clinically significant increase); prolactin increase (as
change from baseline or proportion of patients with hyperprolactinemia);
neuromotor adverse effects, including parkinsonism assessed with the Simpson-Angus
Rating Scale or use of anticholinergics, akathisia and dyskinesia; and sedation
and/or somnolence.
Data analysis
SGAs were compared individually for each outcome. We applied a
â€œonce-randomized-analyzedâ€ intent-to-treat (ITT) endpoint analysis. In studies
that followed patients even after they were switched off the originally
allocated medication during the study period, we analyzed the primary outcome
based only on the first medication but, for secondary outcomes, we extracted
and analyzed the data as reported in the ITT sample.
Pooled risk ratio (RR) and standardized mean difference (SMD) with 95%
confidence intervals (CIs) were calculated using random-effects models15. RR
values 1 indicate
superiority for the only positive outcome, remission. For simplicity we
adjusted effect sizes, so that SMDs","### C:
1.0

### C_just:
Heterogeneity was only inspected when â‰¥âƒ’2 studies were analyzed, using the chiâ€square test (p",False,1.0,1.0,True
1790,413,C,"### C:
1.0

### C_just:
Heterogeneity of treatment differences
across studies, which may result from differences in study protocols, variable
definitions, implementation, or overall quality, was tested using a standard
statistic (Cochran Q).","### C:
1.0

### C_just:
Heterogeneity of treatment differences across studies,
which may result from differences in study protocols, variable definitions,
implementation, or overall quality, was tested by a standard statistic,
Cochranâ€™s Q.27 The hypothesis of study homogeneity was rejected, indicating
that mixed models (studies random) were more appropriate than fixed effect
models.",False,1.0,1.0,True
1791,416,C,"### C:
1.0

### C_just:
The degree of
combinability of the studies was assessed by estimating the Cochrane's
statistic and inconsistency (I2) statistic.","### C:
1.0

### C_just:
The degree of combinability of the studies was assessed by estimating the Cochraneâ€™s statistic and inconsistency (I2) statistic.",False,1.0,1.0,True
1792,421,C,"### C:
1.0

### C_just:
For further information regarding influence analysis, assessment of
heterogeneity and evaluation of publication bias, see Online Supplement
","### C:
1.0

### C_just:
For further information regarding influence analysis, assessment of heterogeneity and evaluation of publication bias, see Online Supplement (supplementary additional information 4).",False,1.0,1.0,True
1793,425,C,"### C:
1.0

### C_just:
Protocol and RegistrationThis study was reported using the statements of Preferred Reporting Items for Systematic Reviews and Metaâ€Analyses (PRISMA).15, 16 A detailed research protocol was designed a priori with the purpose of defining the studies scope, objectives, hypothesis, and methodology. A PICO (patient problem or population [P], intervention [I], comparison [C], and outcome [O]) question was formulated: In pediatric patients with persistent TCF, which surgical procedure, excision with primary closure or secondary closure, has better success and complication rates? We designed a standard data collection form but did not register the protocol or form.Eligibility CriteriaClear inclusion and exclusion criteria were produced to obtain articles relevant to the study objectives. The patient population was defined as pediatric, age under 18 years, and those patients undergoing surgical correction for TCF.The inclusion criteria included age 11 was considered to have low level of bias, whereas a value of","### C:
1.0

### C_just:
Heterogeneity was assessed and reported using an I2 statistic, where 25% is low, 50% is moderate, and 75% is high level of heterogeneity among studies.",False,1.0,1.0,True
1794,338,D,"### D:
1.0

### D_just:
The possibility of 
publication bias was assessed with the Begg test.","### D:
1.0

### D_just:
Search StrategyWe conducted a systematic literature search with a predetermined protocol that was in accordance with the Meta-Analysis of Observational Studies in Epidemiology (MOOSE) ,21 which studied the quality of reporting.21We searched MEDLINE (1950 to June 2010) and Embase (1980 to June 2010) for studies investigating the incidence of PSC. The search strategy is outlined in detail in Appendix I.The search was not limited by language or to human subjects.The reference lists of relevant articles were also reviewed.Selection CriteriaTwo reviewers (N.A.M. and H.K.) identified articles eligible for further review by performing an initial screening of identified abstracts and titles. Abstracts were eliminated if they were not observational and did not investigate the epidemiology of PSC. Studies that did not report original data (e.g., review articles) were also excluded. The full text of the remaining articles was retrieved and systematically reviewed according to the inclusion and exclusion criteria. Articles were included if they reported an incidence rate (IR) of PSC or enough information to calculate the IR.Disagreements between reviewers were resolved by consensus with third-party experts (R.P.M. and G.G.K.).Data ExtractionTwo reviewers independently extracted data for each study.The variable of interest was the incidence of PSC.The IR per 100,000 person-years with 95% confidence intervals (CIs) was documented for the overall study period and for individual years when they were reported. Secondary variables extracted from the articles included the following: the method of case ascertainment (i.e., a patient registry or administrative database), the country of origin, the study time period, the median age and range, the male/female incidence rate ratio (IRR), the incidence of small-duct and large-duct PSC, the percentage of PSC cases with IBD, and information on key indicators of study quality from MOOSE.21Statistical AnalysisThe incidence of PSC was summarized with an IR, which was defined as the number of cases in a population per 100,000 personyears at risk in the population. IRs adjusted for confounding factors were selected over unadjusted IRs. The standard errors (SEs) and 95% CIs for the IRs were estimated under the assumption of a Poisson distribution. The ratio of males to females was summarized with an IRR, which was defined as the IR of PSC in males over the IR of PSC in females. When the IRR was not reported but the number of male and female incident PSC cases and the total study population were included, the IRR was calculated under the assumption that the background population was 50% male. Heterogeneity was assessed with the Q statistic (5% level), and meta-analyses were performed with random-effects models because of the presence of heterogeneity between studies. Stratified analyses and meta-regression were performed according to the methods of case ascertainment (i.e., administrative data versus patient registry data) and the region of publication (i.e., North America versus Europe). The study time periods were not stratified because there was considerableoverlap between them.Te mporal trends were calculated with Joinpoint regression analysis,22 by which, through a series of permutations, tests were performed to assess whether the addition of joinpoints resulted in statistically significant linear changes in the direction or magnitude of the rates in comparison with a linear line. Two joinpoints at most were considered. The parameter estimate used to summarize the trend over the fixed interval was the average annual percentage change (AAPC) according to a generalized log-linear model that assumed a Poisson distribution. Sensitivity analyses were conducted by the exclusion of studies that were not population-based because this was considered the most important difference in the quality of the studies. The possibility of publication bias was assessed with the Begg test.",False,1.0,1.0,True
1795,343,D,"### D:
0.0

### D_just:
There is no information on this item in the methodology provided.","### D:
0.0

### D_just:
There is no information on this item in the methodology provided.",True,0.0,0.0,True
1796,347,D,"### D:
1.0

### D_just:
For the conduct of this systematic review, we followed the 
Preferred Reporting Items for Systematic Reviews and Meta-analyses 
(PRISMA) statement (Shamseer et al., 2015). With the assistance of a 
library scientist, we searched for randomized trials indexed from 1980 
to May 11, 2017 in the following electronic databases: MEDLINE, MEDLINE 
inprocess, EMBASE, Cochrane Central Register of Controlled Trials, 
CINAHL, and PsychINFO. The search strategy included Medical Subject 
Heading terms and text words that identified patients with cancer or 
HSCT recipients who received an intervention to reduce fatigue. Appendix
 A shows the full search strategies.2.1. Study selectionEligibility
 criteria were defined a priori. We included studies if participants of 
any age had cancer or were HSCT recipients, and if the study was a fully
 published primary randomized or quasi-randomized trial with a parallel 
group design. The study had to evaluate an intervention for the 
prevention or treatment of fatigue. We excluded studies if less than 75%
 of participants had cancer or were undergoing HSCT; if fatigue was 
either not an end-point or reported as an adverse effect; if the 
intervention was direct cancer treatment; and if less than five 
participants were randomized to any study arm. We did not restrict 
inclusion by language. For the purpose of this systematic review, we 
then limited studies to those in which non-physical activity mind and 
body practices were the intervention being evaluated.Two 
reviewers (SO, PDR or LS) independently evaluated the titles and 
abstracts of studies identified by the search strategy. Any publication 
considered potentially relevant by any reviewer was retrieved in full 
and assessed for eligibility by two reviewers (SO, PDR or LS). Inclusion
 of studies in this systematic review was determined by agreement of 
both reviewers. Discrepancies between the two reviewers were resolved by
 consensus and adjudication by a third reviewer if required (LLD or LS).
 Agreement in study inclusion between the two reviewers was described 
using the kappa statistic. Strength of agreement was defined as slight 
(0.00â€“0.20), fair (0.21â€“0.40), moderate (0.41â€“0.60), substantial 
(0.61â€“0.80), or almost perfect (0.81â€“1.00) (Koch et al., 1977).2.2. Data abstraction and outcomesData
 were abstracted in duplicate by two reviewers (ND, HD or PDR) and any 
discrepancies were resolved by consensus. If discrepancies could not be 
resolved by consensus, a third reviewer (LS) adjudicated. We contacted 
authors in the event of missing primary outcome data.The 
primary outcome was self-reported fatigue severity across the fatigue 
scales used in the primary studies. For studies that used more than one 
fatigue scale, we selected one scale to be used for analyses based upon 
an a priori developed rule. We selected the most prevalent fatigue scale
 used across studies (see Appendix B).2.3. Categorization of non-physical activity mind and body practice interventions and control groupsThe
 interventions were non-physical activity mind and body practices. 
Practices were classified as: (1) acupuncture and acupressure; (2) 
mindfulness (practice of enhancing awareness of thoughts, emotions, and 
experiences) (Anonymous, 2017a); (3) relaxation techniques (such as 
progressive muscle relaxation and guided imagery); (4) massage 
therapies; (5) energy therapies (including Reiki, therapeutic touch, and
 healing touch) (Anonymous, 2017b); (6) energizing yogic breathing; and 
(7) others. We categorized the duration of the intervention based upon 
the median duration of all interventions as","### D:
1.0

### D_just:
For the conduct of this systematic review, we followed the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) statement",False,1.0,1.0,True
1797,348,D,"### D:
1.0

### D_just:
Moreover, the visual inspection of 
asymmetry in funnel plots was used to assess publication bias, and the 
Beggâ€™s and Eggerâ€™s tests were used to further detect publication bias.","### D:
1.0

### D_just:
The visual inspection of asymmetry in
funnel plots was used to assess publication bias, and the Beggâ€™s and
Eggerâ€™s tests were used to further detect publication bias.",False,1.0,1.0,True
1798,351,D,"### D:
0.0

### D_just:
There is no information on this item in the methodology provided.","### D:
0.0

### D_just:
There is no information on this item in the methodology provided.",True,0.0,0.0,True
1799,352,D,"### D:
0.0

### D_just:
There is no information on this item in the methodology provided.","### D:
0.0

### D_just:
There is no information on this item in the methodology provided.",True,0.0,0.0,True
1800,353,D,"### D:
0.0

### D_just:
There is no information on this item in the methodology provided.","### D:
0.0

### D_just:
There is no information on this item in the methodology provided.",True,0.0,0.0,True
